GISJOIN,YEAR,STATE,STATEA,COUNTY,TRACTA,BLKGRPA,NAME_E,AF2ME001,AF2ME002,AF2ME003,AF2ME004,AF2ME005,AF2ME006,AF2ME007,AF2ME008,AF2ME009,AF2ME010,AF2UE001,AF2UE002,AF2UE003,AF2UE004,AF2UE005,AF2UE006,AF2UE007,AF2UE008,AF2UE009,AF2UE010,AF2UE011,AF2UE012,AF2UE013,AF2UE014,AF2UE015,AF2UE016,AF2UE017,AF2UE018,AF2UE019,AF2UE020,AF2UE021,NAME_M,AF2UM009,AF2UM010,AF2UM011,AF2UM012,AF2UM013,AF2UM014,AF2UM015,AF2UM016,AF2UM017,AF2UM018,AF2UM019,AF2UM020,AF2UM021
G08001400311002,2012-2016,Colorado,8,Broomfield County,31100,2,"Block Group 2, Census Tract 311, Broomfield County, Colorado",908,770,0,0,27,0,99,12,0,12,908,695,656,0,0,27,0,0,12,0,12,213,114,0,0,0,0,99,0,0,0,"Block Group 2, Census Tract 311, Broomfield County, Colorado",25,11,25,155,104,11,11,11,11,108,11,11,11
G08001400311003,2012-2016,Colorado,8,Broomfield County,31100,3,"Block Group 3, Census Tract 311, Broomfield County, Colorado",1055,915,0,0,84,0,43,13,0,13,1055,929,832,0,0,84,0,0,13,0,13,126,83,0,0,0,0,43,0,0,0,"Block Group 3, Census Tract 311, Broomfield County, Colorado",23,11,23,109,80,11,11,11,11,44,11,11,11
G08001400312001,2012-2016,Colorado,8,Broomfield County,31200,1,"Block Group 1, Census Tract 312, Broomfield County, Colorado",1570,1339,33,0,152,0,25,21,0,21,1570,1457,1261,33,0,152,0,0,11,0,11,113,78,0,0,0,0,25,10,0,10,"Block Group 1, Census Tract 312, Broomfield County, Colorado",21,11,21,65,58,11,11,11,11,28,19,11,19
G08001400312002,2012-2016,Colorado,8,Broomfield County,31200,2,"Block Group 2, Census Tract 312, Broomfield County, Colorado",1638,1286,0,0,63,0,203,86,25,61,1638,1308,1184,0,0,63,0,0,61,0,61,330,102,0,0,0,0,203,25,25,0,"Block Group 2, Census Tract 312, Broomfield County, Colorado",57,11,57,214,69,11,11,11,11,197,32,32,11
G08001400312003,2012-2016,Colorado,8,Broomfield County,31200,3,"Block Group 3, Census Tract 312, Broomfield County, Colorado",995,923,6,21,0,0,19,26,0,26,995,918,886,6,0,0,0,0,26,0,26,77,37,0,21,0,0,19,0,0,0,"Block Group 3, Census Tract 312, Broomfield County, Colorado",28,11,28,56,34,11,32,11,11,31,11,11,11
G08001400313001,2012-2016,Colorado,8,Broomfield County,31300,1,"Block Group 1, Census Tract 313, Broomfield County, Colorado",1820,1634,22,7,106,0,13,38,0,38,1820,1760,1587,22,7,106,0,0,38,0,38,60,47,0,0,0,0,13,0,0,0,"Block Group 1, Census Tract 313, Broomfield County, Colorado",38,11,38,55,52,11,11,11,11,22,11,11,11
G08001400313002,2012-2016,Colorado,8,Broomfield County,31300,2,"Block Group 2, Census Tract 313, Broomfield County, Colorado",515,501,0,0,0,0,0,14,0,14,515,496,482,0,0,0,0,0,14,0,14,19,19,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 313, Broomfield County, Colorado",22,11,22,18,18,11,11,11,11,11,11,11,11
G08001400314001,2012-2016,Colorado,8,Broomfield County,31400,1,"Block Group 1, Census Tract 314, Broomfield County, Colorado",616,400,8,0,182,0,22,4,0,4,616,616,400,8,0,182,0,22,4,0,4,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 314, Broomfield County, Colorado",10,11,10,11,11,11,11,11,11,11,11,11,11
G08001400314002,2012-2016,Colorado,8,Broomfield County,31400,2,"Block Group 2, Census Tract 314, Broomfield County, Colorado",2211,1942,7,0,142,0,26,94,54,40,2211,2069,1887,7,0,142,0,0,33,0,33,142,55,0,0,0,0,26,61,54,7,"Block Group 2, Census Tract 314, Broomfield County, Colorado",37,11,37,100,59,11,11,11,11,24,62,62,11
G08001400314003,2012-2016,Colorado,8,Broomfield County,31400,3,"Block Group 3, Census Tract 314, Broomfield County, Colorado",820,795,0,17,0,0,0,8,0,8,820,820,795,0,17,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 314, Broomfield County, Colorado",13,11,13,11,11,11,11,11,11,11,11,11,11
G08001400314004,2012-2016,Colorado,8,Broomfield County,31400,4,"Block Group 4, Census Tract 314, Broomfield County, Colorado",759,732,0,0,23,0,0,4,0,4,759,755,732,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,"Block Group 4, Census Tract 314, Broomfield County, Colorado",11,11,11,6,11,11,11,11,11,11,6,11,6
G08001409801001,2012-2016,Colorado,8,Broomfield County,980100,1,"Block Group 1, Census Tract 9801, Broomfield County, Colorado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9801, Broomfield County, Colorado",11,11,11,11,11,11,11,11,11,11,11,11,11
G08001409802001,2012-2016,Colorado,8,Broomfield County,980200,1,"Block Group 1, Census Tract 9802, Broomfield County, Colorado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9802, Broomfield County, Colorado",11,11,11,11,11,11,11,11,11,11,11,11,11
G08001409803001,2012-2016,Colorado,8,Broomfield County,980300,1,"Block Group 1, Census Tract 9803, Broomfield County, Colorado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9803, Broomfield County, Colorado",11,11,11,11,11,11,11,11,11,11,11,11,11
G08001500001001,2012-2016,Colorado,8,Chaffee County,100,1,"Block Group 1, Census Tract 1, Chaffee County, Colorado",844,759,0,57,0,0,12,16,8,8,844,501,480,0,5,0,0,0,16,8,8,343,279,0,52,0,0,12,0,0,0,"Block Group 1, Census Tract 1, Chaffee County, Colorado",17,14,11,174,178,11,69,11,11,22,11,11,11
G08001500001002,2012-2016,Colorado,8,Chaffee County,100,2,"Block Group 2, Census Tract 1, Chaffee County, Colorado",691,691,0,0,0,0,0,0,0,0,691,627,627,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 1, Chaffee County, Colorado",11,11,11,57,57,11,11,11,11,11,11,11,11
G08001500001003,2012-2016,Colorado,8,Chaffee County,100,3,"Block Group 3, Census Tract 1, Chaffee County, Colorado",1174,1159,0,0,0,0,0,15,0,15,1174,1076,1061,0,0,0,0,0,15,0,15,98,98,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 1, Chaffee County, Colorado",22,11,22,87,87,11,11,11,11,11,11,11,11
G08001500002001,2012-2016,Colorado,8,Chaffee County,200,1,"Block Group 1, Census Tract 2, Chaffee County, Colorado",938,911,16,5,0,0,0,6,6,0,938,849,827,16,0,0,0,0,6,6,0,89,84,0,5,0,0,0,0,0,0,"Block Group 1, Census Tract 2, Chaffee County, Colorado",10,10,11,50,50,11,10,11,11,11,11,11,11
G08001500002002,2012-2016,Colorado,8,Chaffee County,200,2,"Block Group 2, Census Tract 2, Chaffee County, Colorado",1735,1623,0,19,20,0,28,45,36,9,1735,1584,1564,0,0,20,0,0,0,0,0,151,59,0,19,0,0,28,45,36,9,"Block Group 2, Census Tract 2, Chaffee County, Colorado",11,11,11,87,50,11,32,11,11,28,65,61,20
G08001500002003,2012-2016,Colorado,8,Chaffee County,200,3,"Block Group 3, Census Tract 2, Chaffee County, Colorado",1495,1417,0,3,10,0,18,47,10,37,1495,1424,1391,0,3,10,0,0,20,0,20,71,26,0,0,0,0,18,27,10,17,"Block Group 3, Census Tract 2, Chaffee County, Colorado",24,11,24,64,35,11,11,11,11,21,31,17,24
G08001500003001,2012-2016,Colorado,8,Chaffee County,300,1,"Block Group 1, Census Tract 3, Chaffee County, Colorado",1050,1050,0,0,0,0,0,0,0,0,1050,1002,1002,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 3, Chaffee County, Colorado",11,11,11,55,55,11,11,11,11,11,11,11,11
G08001500003002,2012-2016,Colorado,8,Chaffee County,300,2,"Block Group 2, Census Tract 3, Chaffee County, Colorado",801,801,0,0,0,0,0,0,0,0,801,780,780,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 3, Chaffee County, Colorado",11,11,11,22,22,11,11,11,11,11,11,11,11
G08001500003003,2012-2016,Colorado,8,Chaffee County,300,3,"Block Group 3, Census Tract 3, Chaffee County, Colorado",1612,1596,0,3,0,0,13,0,0,0,1612,1434,1431,0,3,0,0,0,0,0,0,178,165,0,0,0,0,13,0,0,0,"Block Group 3, Census Tract 3, Chaffee County, Colorado",11,11,11,106,102,11,11,11,11,17,11,11,11
G08001500004011,2012-2016,Colorado,8,Chaffee County,401,1,"Block Group 1, Census Tract 4.01, Chaffee County, Colorado",773,762,0,3,8,0,0,0,0,0,773,759,751,0,0,8,0,0,0,0,0,14,11,0,3,0,0,0,0,0,0,"Block Group 1, Census Tract 4.01, Chaffee County, Colorado",11,11,11,18,17,11,6,11,11,11,11,11,11
G08001500004012,2012-2016,Colorado,8,Chaffee County,401,2,"Block Group 2, Census Tract 4.01, Chaffee County, Colorado",1057,1057,0,0,0,0,0,0,0,0,1057,1042,1042,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 4.01, Chaffee County, Colorado",11,11,11,21,21,11,11,11,11,11,11,11,11
G08001500004013,2012-2016,Colorado,8,Chaffee County,401,3,"Block Group 3, Census Tract 4.01, Chaffee County, Colorado",1391,1391,0,0,0,0,0,0,0,0,1391,1376,1376,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 4.01, Chaffee County, Colorado",11,11,11,35,35,11,11,11,11,11,11,11,11
G08001500004014,2012-2016,Colorado,8,Chaffee County,401,4,"Block Group 4, Census Tract 4.01, Chaffee County, Colorado",1356,1308,0,0,0,0,0,48,14,34,1356,1232,1184,0,0,0,0,0,48,14,34,124,124,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 4.01, Chaffee County, Colorado",55,22,41,98,98,11,11,11,11,11,11,11,11
G08001500004021,2012-2016,Colorado,8,Chaffee County,402,1,"Block Group 1, Census Tract 4.02, Chaffee County, Colorado",2471,2127,221,46,28,0,49,0,0,0,2471,1911,1616,221,46,28,0,0,0,0,0,560,511,0,0,0,0,49,0,0,0,"Block Group 1, Census Tract 4.02, Chaffee County, Colorado",11,11,11,172,174,11,11,11,11,61,11,11,11
G08001500004022,2012-2016,Colorado,8,Chaffee County,402,2,"Block Group 2, Census Tract 4.02, Chaffee County, Colorado",1119,1087,0,0,1,0,0,31,0,31,1119,1034,1032,0,0,1,0,0,1,0,1,85,55,0,0,0,0,0,30,0,30,"Block Group 2, Census Tract 4.02, Chaffee County, Colorado",4,11,4,68,55,11,11,11,11,11,44,11,44
G08001709606001,2012-2016,Colorado,8,Cheyenne County,960600,1,"Block Group 1, Census Tract 9606, Cheyenne County, Colorado",901,860,0,0,33,1,3,4,4,0,901,715,677,0,0,33,1,0,4,4,0,186,183,0,0,0,0,3,0,0,0,"Block Group 1, Census Tract 9606, Cheyenne County, Colorado",5,5,11,100,100,11,11,11,11,5,11,11,11
G08001709606002,2012-2016,Colorado,8,Cheyenne County,960600,2,"Block Group 2, Census Tract 9606, Cheyenne County, Colorado",467,457,1,4,0,0,0,5,3,2,467,442,441,1,0,0,0,0,0,0,0,25,16,0,4,0,0,0,5,3,2,"Block Group 2, Census Tract 9606, Cheyenne County, Colorado",11,11,11,18,13,11,9,11,11,11,6,6,4
G08001709606003,2012-2016,Colorado,8,Cheyenne County,960600,3,"Block Group 3, Census Tract 9606, Cheyenne County, Colorado",703,672,5,9,5,0,5,7,0,7,703,648,627,5,4,5,0,0,7,0,7,55,45,0,5,0,0,5,0,0,0,"Block Group 3, Census Tract 9606, Cheyenne County, Colorado",9,11,9,60,56,11,7,11,11,8,11,11,11
G08001900147001,2012-2016,Colorado,8,Clear Creek County,14700,1,"Block Group 1, Census Tract 147, Clear Creek County, Colorado",1552,1435,3,66,23,0,2,23,0,23,1552,1484,1435,3,0,23,0,0,23,0,23,68,0,0,66,0,0,2,0,0,0,"Block Group 1, Census Tract 147, Clear Creek County, Colorado",35,11,35,63,11,11,63,11,11,3,11,11,11
G08001900147002,2012-2016,Colorado,8,Clear Creek County,14700,2,"Block Group 2, Census Tract 147, Clear Creek County, Colorado",1027,1000,0,0,0,27,0,0,0,0,1027,1027,1000,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 147, Clear Creek County, Colorado",11,11,11,11,11,11,11,11,11,11,11,11,11
G08001900147003,2012-2016,Colorado,8,Clear Creek County,14700,3,"Block Group 3, Census Tract 147, Clear Creek County, Colorado",2481,2424,56,1,0,0,0,0,0,0,2481,2439,2382,56,1,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 147, Clear Creek County, Colorado",11,11,11,46,46,11,11,11,11,11,11,11,11
G08001900148001,2012-2016,Colorado,8,Clear Creek County,14800,1,"Block Group 1, Census Tract 148, Clear Creek County, Colorado",1755,1550,33,0,0,0,44,128,9,119,1755,1594,1470,33,0,0,0,0,91,0,91,161,80,0,0,0,0,44,37,9,28,"Block Group 1, Census Tract 148, Clear Creek County, Colorado",79,11,79,97,97,11,11,11,11,64,35,15,28
G08001900149001,2012-2016,Colorado,8,Clear Creek County,14900,1,"Block Group 1, Census Tract 149, Clear Creek County, Colorado",1474,1364,9,7,16,0,15,63,0,63,1474,1390,1300,9,7,16,0,0,58,0,58,84,64,0,0,0,0,15,5,0,5,"Block Group 1, Census Tract 149, Clear Creek County, Colorado",48,11,48,53,43,11,11,11,11,25,9,11,9
G08001900149002,2012-2016,Colorado,8,Clear Creek County,14900,2,"Block Group 2, Census Tract 149, Clear Creek County, Colorado",949,937,4,0,0,0,2,6,0,6,949,781,771,4,0,0,0,0,6,0,6,168,166,0,0,0,0,2,0,0,0,"Block Group 2, Census Tract 149, Clear Creek County, Colorado",9,11,9,86,85,11,11,11,11,4,11,11,11
G08002109748001,2012-2016,Colorado,8,Conejos County,974800,1,"Block Group 1, Census Tract 9748, Conejos County, Colorado",2290,2144,5,43,0,0,71,27,18,9,2290,1218,1171,5,30,0,0,0,12,3,9,1072,973,0,13,0,0,71,15,15,0,"Block Group 1, Census Tract 9748, Conejos County, Colorado",15,4,14,185,181,11,12,11,11,35,14,14,11
G08002109748002,2012-2016,Colorado,8,Conejos County,974800,2,"Block Group 2, Census Tract 9748, Conejos County, Colorado",1645,1479,6,31,9,0,70,50,21,29,1645,225,174,1,29,9,0,0,12,0,12,1420,1305,5,2,0,0,70,38,21,17,"Block Group 2, Census Tract 9748, Conejos County, Colorado",17,11,17,202,201,8,4,11,11,41,30,27,15
G08002109749001,2012-2016,Colorado,8,Conejos County,974900,1,"Block Group 1, Census Tract 9749, Conejos County, Colorado",979,934,1,2,3,0,31,8,0,8,979,607,600,1,0,3,0,0,3,0,3,372,334,0,2,0,0,31,5,0,5,"Block Group 1, Census Tract 9749, Conejos County, Colorado",6,11,6,101,103,11,3,11,11,23,7,11,7
G08002109749002,2012-2016,Colorado,8,Conejos County,974900,2,"Block Group 2, Census Tract 9749, Conejos County, Colorado",1448,1329,0,3,0,10,91,15,11,4,1448,850,837,0,3,0,10,0,0,0,0,598,492,0,0,0,0,91,15,11,4,"Block Group 2, Census Tract 9749, Conejos County, Colorado",11,11,11,146,130,11,11,11,11,51,17,15,5
G08002109749003,2012-2016,Colorado,8,Conejos County,974900,3,"Block Group 3, Census Tract 9749, Conejos County, Colorado",894,750,2,0,1,0,141,0,0,0,894,281,278,2,0,1,0,0,0,0,0,613,472,0,0,0,0,141,0,0,0,"Block Group 3, Census Tract 9749, Conejos County, Colorado",11,11,11,179,207,11,11,11,11,111,11,11,11
G08002109749004,2012-2016,Colorado,8,Conejos County,974900,4,"Block Group 4, Census Tract 9749, Conejos County, Colorado",957,882,0,75,0,0,0,0,0,0,957,597,522,0,75,0,0,0,0,0,0,360,360,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 9749, Conejos County, Colorado",11,11,11,119,119,11,11,11,11,11,11,11,11
G08002309726001,2012-2016,Colorado,8,Costilla County,972600,1,"Block Group 1, Census Tract 9726, Costilla County, Colorado",921,858,0,0,7,0,41,15,0,15,921,470,448,0,0,7,0,0,15,0,15,451,410,0,0,0,0,41,0,0,0,"Block Group 1, Census Tract 9726, Costilla County, Colorado",21,11,21,138,129,11,11,11,11,38,11,11,11
G08002309726002,2012-2016,Colorado,8,Costilla County,972600,2,"Block Group 2, Census Tract 9726, Costilla County, Colorado",1045,925,0,2,31,0,19,68,0,68,1045,496,395,0,2,31,0,0,68,0,68,549,530,0,0,0,0,19,0,0,0,"Block Group 2, Census Tract 9726, Costilla County, Colorado",42,11,42,157,154,11,11,11,11,24,11,11,11
G08002309727001,2012-2016,Colorado,8,Costilla County,972700,1,"Block Group 1, Census Tract 9727, Costilla County, Colorado",688,675,0,0,0,0,13,0,0,0,688,58,56,0,0,0,0,2,0,0,0,630,619,0,0,0,0,11,0,0,0,"Block Group 1, Census Tract 9727, Costilla County, Colorado",11,11,11,160,161,11,11,11,11,10,11,11,11
G08002309727002,2012-2016,Colorado,8,Costilla County,972700,2,"Block Group 2, Census Tract 9727, Costilla County, Colorado",936,887,13,5,0,0,8,23,0,23,936,264,242,13,0,0,0,4,5,0,5,672,645,0,5,0,0,4,18,0,18,"Block Group 2, Census Tract 9727, Costilla County, Colorado",9,11,9,176,180,11,9,11,11,7,20,11,20
G08002509696001,2012-2016,Colorado,8,Crowley County,969600,1,"Block Group 1, Census Tract 9696, Crowley County, Colorado",1147,1037,60,12,3,0,35,0,0,0,1147,657,586,60,8,3,0,0,0,0,0,490,451,0,4,0,0,35,0,0,0,"Block Group 1, Census Tract 9696, Crowley County, Colorado",11,11,11,210,201,11,5,11,11,38,11,11,11
G08002509696002,2012-2016,Colorado,8,Crowley County,969600,2,"Block Group 2, Census Tract 9696, Crowley County, Colorado",850,712,0,7,6,27,3,95,26,69,850,659,562,0,7,6,27,0,57,0,57,191,150,0,0,0,0,3,38,26,12,"Block Group 2, Census Tract 9696, Crowley County, Colorado",54,11,54,120,108,11,11,11,11,6,39,36,15
G08002509696003,2012-2016,Colorado,8,Crowley County,969600,3,"Block Group 3, Census Tract 9696, Crowley County, Colorado",1616,1297,207,51,16,0,2,43,41,2,1616,1184,915,207,46,16,0,0,0,0,0,432,382,0,5,0,0,2,43,41,2,"Block Group 3, Census Tract 9696, Crowley County, Colorado",11,11,11,126,116,11,10,11,11,4,54,54,4
G08002509696004,2012-2016,Colorado,8,Crowley County,969600,4,"Block Group 4, Census Tract 9696, Crowley County, Colorado",1924,1622,27,14,14,0,145,102,18,84,1924,1329,1271,27,4,8,0,2,17,0,17,595,351,0,10,6,0,143,85,18,67,"Block Group 4, Census Tract 9696, Crowley County, Colorado",14,11,14,193,133,11,14,8,11,85,75,26,70
G08002709701001,2012-2016,Colorado,8,Custer County,970100,1,"Block Group 1, Census Tract 9701, Custer County, Colorado",931,890,0,41,0,0,0,0,0,0,931,931,890,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9701, Custer County, Colorado",11,11,11,11,11,11,11,11,11,11,11,11,11
G08002709701002,2012-2016,Colorado,8,Custer County,970100,2,"Block Group 2, Census Tract 9701, Custer County, Colorado",1408,1306,60,0,0,1,0,41,0,41,1408,1319,1217,60,0,0,1,0,41,0,41,89,89,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9701, Custer County, Colorado",37,11,37,64,64,11,11,11,11,11,11,11,11
G08002709701003,2012-2016,Colorado,8,Custer County,970100,3,"Block Group 3, Census Tract 9701, Custer County, Colorado",981,887,7,0,0,0,51,36,0,36,981,893,854,4,0,0,0,0,35,0,35,88,33,3,0,0,0,51,1,0,1,"Block Group 3, Census Tract 9701, Custer County, Colorado",39,11,39,60,49,5,11,11,11,48,2,11,2
G08002709701004,2012-2016,Colorado,8,Custer County,970100,4,"Block Group 4, Census Tract 9701, Custer County, Colorado",1055,986,69,0,0,0,0,0,0,0,1055,1037,968,69,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 9701, Custer County, Colorado",11,11,11,28,28,11,11,11,11,11,11,11,11
G08002909646001,2012-2016,Colorado,8,Delta County,964600,1,"Block Group 1, Census Tract 9646, Delta County, Colorado",704,674,0,0,0,0,0,30,0,30,704,655,625,0,0,0,0,0,30,0,30,49,49,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9646, Delta County, Colorado",27,11,27,49,49,11,11,11,11,11,11,11,11
G08002909646002,2012-2016,Colorado,8,Delta County,964600,2,"Block Group 2, Census Tract 9646, Delta County, Colorado",932,764,0,132,2,0,11,23,0,23,932,834,666,0,132,2,0,11,23,0,23,98,98,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9646, Delta County, Colorado",24,11,24,89,89,11,11,11,11,11,11,11,11
G08002909646003,2012-2016,Colorado,8,Delta County,964600,3,"Block Group 3, Census Tract 9646, Delta County, Colorado",943,903,0,0,38,0,0,2,0,2,943,943,903,0,0,38,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9646, Delta County, Colorado",4,11,4,11,11,11,11,11,11,11,11,11,11
G08002909646004,2012-2016,Colorado,8,Delta County,964600,4,"Block Group 4, Census Tract 9646, Delta County, Colorado",1061,1038,0,0,0,0,7,16,0,16,1061,824,801,0,0,0,0,7,16,0,16,237,237,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 9646, Delta County, Colorado",24,11,24,243,243,11,11,11,11,11,11,11,11
G08002909647001,2012-2016,Colorado,8,Delta County,964700,1,"Block Group 1, Census Tract 9647, Delta County, Colorado",1549,1408,0,110,31,0,0,0,0,0,1549,1381,1290,0,60,31,0,0,0,0,0,168,118,0,50,0,0,0,0,0,0,"Block Group 1, Census Tract 9647, Delta County, Colorado",11,11,11,115,104,11,48,11,11,11,11,11,11
G08002909647002,2012-2016,Colorado,8,Delta County,964700,2,"Block Group 2, Census Tract 9647, Delta County, Colorado",843,836,0,0,0,0,0,7,0,7,843,834,827,0,0,0,0,0,7,0,7,9,9,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9647, Delta County, Colorado",11,11,11,15,15,11,11,11,11,11,11,11,11
G08002909647003,2012-2016,Colorado,8,Delta County,964700,3,"Block Group 3, Census Tract 9647, Delta County, Colorado",1497,1372,2,0,15,0,99,9,0,9,1497,1256,1230,2,0,15,0,0,9,0,9,241,142,0,0,0,0,99,0,0,0,"Block Group 3, Census Tract 9647, Delta County, Colorado",15,11,15,210,161,11,11,11,11,141,11,11,11
G08002909648001,2012-2016,Colorado,8,Delta County,964800,1,"Block Group 1, Census Tract 9648, Delta County, Colorado",1966,1801,0,0,87,0,33,45,0,45,1966,1443,1311,0,0,87,0,0,45,0,45,523,490,0,0,0,0,33,0,0,0,"Block Group 1, Census Tract 9648, Delta County, Colorado",51,11,51,211,222,11,11,11,11,40,11,11,11
G08002909648002,2012-2016,Colorado,8,Delta County,964800,2,"Block Group 2, Census Tract 9648, Delta County, Colorado",730,712,18,0,0,0,0,0,0,0,730,675,657,18,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9648, Delta County, Colorado",11,11,11,44,44,11,11,11,11,11,11,11,11
G08002909648003,2012-2016,Colorado,8,Delta County,964800,3,"Block Group 3, Census Tract 9648, Delta County, Colorado",1328,1112,150,14,43,0,0,9,9,0,1328,972,765,150,14,43,0,0,0,0,0,356,347,0,0,0,0,0,9,9,0,"Block Group 3, Census Tract 9648, Delta County, Colorado",11,11,11,130,131,11,11,11,11,11,16,16,11
G08002909649001,2012-2016,Colorado,8,Delta County,964900,1,"Block Group 1, Census Tract 9649, Delta County, Colorado",2155,2112,0,0,43,0,0,0,0,0,2155,1578,1578,0,0,0,0,0,0,0,0,577,534,0,0,43,0,0,0,0,0,"Block Group 1, Census Tract 9649, Delta County, Colorado",11,11,11,364,341,11,11,54,11,11,11,11,11
G08002909649002,2012-2016,Colorado,8,Delta County,964900,2,"Block Group 2, Census Tract 9649, Delta County, Colorado",1460,1358,0,0,0,0,102,0,0,0,1460,1245,1245,0,0,0,0,0,0,0,0,215,113,0,0,0,0,102,0,0,0,"Block Group 2, Census Tract 9649, Delta County, Colorado",11,11,11,163,141,11,11,11,11,83,11,11,11
G08002909649003,2012-2016,Colorado,8,Delta County,964900,3,"Block Group 3, Census Tract 9649, Delta County, Colorado",1861,1776,2,0,0,0,59,24,17,7,1861,1539,1530,2,0,0,0,0,7,0,7,322,246,0,0,0,0,59,17,17,0,"Block Group 3, Census Tract 9649, Delta County, Colorado",14,11,14,224,207,11,11,11,11,65,28,28,11
G08002909650001,2012-2016,Colorado,8,Delta County,965000,1,"Block Group 1, Census Tract 9650, Delta County, Colorado",1633,1615,0,0,4,0,10,4,4,0,1633,1536,1532,0,0,4,0,0,0,0,0,97,83,0,0,0,0,10,4,4,0,"Block Group 1, Census Tract 9650, Delta County, Colorado",11,11,11,117,115,11,11,11,11,18,8,8,11
G08002909650002,2012-2016,Colorado,8,Delta County,965000,2,"Block Group 2, Census Tract 9650, Delta County, Colorado",1442,1397,0,23,0,0,0,22,0,22,1442,1216,1171,0,23,0,0,0,22,0,22,226,226,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9650, Delta County, Colorado",33,11,33,222,222,11,11,11,11,11,11,11,11
G08002909650003,2012-2016,Colorado,8,Delta County,965000,3,"Block Group 3, Census Tract 9650, Delta County, Colorado",658,616,0,13,0,0,0,29,0,29,658,572,556,0,0,0,0,0,16,0,16,86,60,0,13,0,0,0,13,0,13,"Block Group 3, Census Tract 9650, Delta County, Colorado",30,11,30,60,48,11,17,11,11,11,22,11,22
G08002909650004,2012-2016,Colorado,8,Delta County,965000,4,"Block Group 4, Census Tract 9650, Delta County, Colorado",1032,1025,0,5,0,0,0,2,0,2,1032,925,918,0,5,0,0,0,2,0,2,107,107,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 9650, Delta County, Colorado",6,11,6,81,81,11,11,11,11,11,11,11,11
G08002909651001,2012-2016,Colorado,8,Delta County,965100,1,"Block Group 1, Census Tract 9651, Delta County, Colorado",958,903,3,37,0,0,0,15,0,15,958,900,845,3,37,0,0,0,15,0,15,58,58,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9651, Delta County, Colorado",21,11,21,57,57,11,11,11,11,11,11,11,11
G08002909651002,2012-2016,Colorado,8,Delta County,965100,2,"Block Group 2, Census Tract 9651, Delta County, Colorado",1548,1431,25,0,0,0,69,23,0,23,1548,1337,1291,25,0,0,0,0,21,0,21,211,140,0,0,0,0,69,2,0,2,"Block Group 2, Census Tract 9651, Delta County, Colorado",32,11,32,123,100,11,11,11,11,86,4,11,4
G08002909651003,2012-2016,Colorado,8,Delta County,965100,3,"Block Group 3, Census Tract 9651, Delta County, Colorado",1901,1730,0,0,0,0,132,39,0,39,1901,1394,1368,0,0,0,0,0,26,0,26,507,362,0,0,0,0,132,13,0,13,"Block Group 3, Census Tract 9651, Delta County, Colorado",37,11,37,234,202,11,11,11,11,153,21,11,21
