GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,NAME_E,AF49E001
G08000500067073,2012-2016,Colorado,8,Arapahoe County,5,6707,3,"Block Group 3, Census Tract 67.07, Arapahoe County, Colorado",67821
G08000500067074,2012-2016,Colorado,8,Arapahoe County,5,6707,4,"Block Group 4, Census Tract 67.07, Arapahoe County, Colorado",130859
G08000500067081,2012-2016,Colorado,8,Arapahoe County,5,6708,1,"Block Group 1, Census Tract 67.08, Arapahoe County, Colorado",117000
G08000500067082,2012-2016,Colorado,8,Arapahoe County,5,6708,2,"Block Group 2, Census Tract 67.08, Arapahoe County, Colorado",108864
G08000500067083,2012-2016,Colorado,8,Arapahoe County,5,6708,3,"Block Group 3, Census Tract 67.08, Arapahoe County, Colorado",95352
G08000500067091,2012-2016,Colorado,8,Arapahoe County,5,6709,1,"Block Group 1, Census Tract 67.09, Arapahoe County, Colorado",97333
G08000500067092,2012-2016,Colorado,8,Arapahoe County,5,6709,2,"Block Group 2, Census Tract 67.09, Arapahoe County, Colorado",105859
G08000500067093,2012-2016,Colorado,8,Arapahoe County,5,6709,3,"Block Group 3, Census Tract 67.09, Arapahoe County, Colorado",142841
G08000500067094,2012-2016,Colorado,8,Arapahoe County,5,6709,4,"Block Group 4, Census Tract 67.09, Arapahoe County, Colorado",93179
G08000500067111,2012-2016,Colorado,8,Arapahoe County,5,6711,1,"Block Group 1, Census Tract 67.11, Arapahoe County, Colorado",103750
G08000500067112,2012-2016,Colorado,8,Arapahoe County,5,6711,2,"Block Group 2, Census Tract 67.11, Arapahoe County, Colorado",87386
G08000500067113,2012-2016,Colorado,8,Arapahoe County,5,6711,3,"Block Group 3, Census Tract 67.11, Arapahoe County, Colorado",105568
G08000500067114,2012-2016,Colorado,8,Arapahoe County,5,6711,4,"Block Group 4, Census Tract 67.11, Arapahoe County, Colorado",132292
G08000500067121,2012-2016,Colorado,8,Arapahoe County,5,6712,1,"Block Group 1, Census Tract 67.12, Arapahoe County, Colorado",185000
G08000500067122,2012-2016,Colorado,8,Arapahoe County,5,6712,2,"Block Group 2, Census Tract 67.12, Arapahoe County, Colorado",116667
G08000500067131,2012-2016,Colorado,8,Arapahoe County,5,6713,1,"Block Group 1, Census Tract 67.13, Arapahoe County, Colorado",68045
G08000500068081,2012-2016,Colorado,8,Arapahoe County,5,6808,1,"Block Group 1, Census Tract 68.08, Arapahoe County, Colorado",177228
G08000500068082,2012-2016,Colorado,8,Arapahoe County,5,6808,2,"Block Group 2, Census Tract 68.08, Arapahoe County, Colorado",117083
G08000500068083,2012-2016,Colorado,8,Arapahoe County,5,6808,3,"Block Group 3, Census Tract 68.08, Arapahoe County, Colorado",158194
G08000500068151,2012-2016,Colorado,8,Arapahoe County,5,6815,1,"Block Group 1, Census Tract 68.15, Arapahoe County, Colorado",148125
G08000500068152,2012-2016,Colorado,8,Arapahoe County,5,6815,2,"Block Group 2, Census Tract 68.15, Arapahoe County, Colorado",121667
G08000500068153,2012-2016,Colorado,8,Arapahoe County,5,6815,3,"Block Group 3, Census Tract 68.15, Arapahoe County, Colorado",52845
G08000500068154,2012-2016,Colorado,8,Arapahoe County,5,6815,4,"Block Group 4, Census Tract 68.15, Arapahoe County, Colorado",66094
G08000500068541,2012-2016,Colorado,8,Arapahoe County,5,6854,1,"Block Group 1, Census Tract 68.54, Arapahoe County, Colorado",85114
G08000500068551,2012-2016,Colorado,8,Arapahoe County,5,6855,1,"Block Group 1, Census Tract 68.55, Arapahoe County, Colorado",113017
G08000500068552,2012-2016,Colorado,8,Arapahoe County,5,6855,2,"Block Group 2, Census Tract 68.55, Arapahoe County, Colorado",106303
G08000500068561,2012-2016,Colorado,8,Arapahoe County,5,6856,1,"Block Group 1, Census Tract 68.56, Arapahoe County, Colorado",101199
G08000500068562,2012-2016,Colorado,8,Arapahoe County,5,6856,2,"Block Group 2, Census Tract 68.56, Arapahoe County, Colorado",81733
G08000500068563,2012-2016,Colorado,8,Arapahoe County,5,6856,3,"Block Group 3, Census Tract 68.56, Arapahoe County, Colorado",55270
G08000500068564,2012-2016,Colorado,8,Arapahoe County,5,6856,4,"Block Group 4, Census Tract 68.56, Arapahoe County, Colorado",50073
G08000500068571,2012-2016,Colorado,8,Arapahoe County,5,6857,1,"Block Group 1, Census Tract 68.57, Arapahoe County, Colorado",211458
G08000500068572,2012-2016,Colorado,8,Arapahoe County,5,6857,2,"Block Group 2, Census Tract 68.57, Arapahoe County, Colorado",92614
G08000500068581,2012-2016,Colorado,8,Arapahoe County,5,6858,1,"Block Group 1, Census Tract 68.58, Arapahoe County, Colorado",46850
G08000500068582,2012-2016,Colorado,8,Arapahoe County,5,6858,2,"Block Group 2, Census Tract 68.58, Arapahoe County, Colorado",63398
G08000500068583,2012-2016,Colorado,8,Arapahoe County,5,6858,3,"Block Group 3, Census Tract 68.58, Arapahoe County, Colorado",77188
G08000500071011,2012-2016,Colorado,8,Arapahoe County,5,7101,1,"Block Group 1, Census Tract 71.01, Arapahoe County, Colorado",97153
G08000500071012,2012-2016,Colorado,8,Arapahoe County,5,7101,2,"Block Group 2, Census Tract 71.01, Arapahoe County, Colorado",54792
G08000500071013,2012-2016,Colorado,8,Arapahoe County,5,7101,3,"Block Group 3, Census Tract 71.01, Arapahoe County, Colorado",37031
G08000500071014,2012-2016,Colorado,8,Arapahoe County,5,7101,4,"Block Group 4, Census Tract 71.01, Arapahoe County, Colorado",77500
G08000500071031,2012-2016,Colorado,8,Arapahoe County,5,7103,1,"Block Group 1, Census Tract 71.03, Arapahoe County, Colorado",98000
G08000500071041,2012-2016,Colorado,8,Arapahoe County,5,7104,1,"Block Group 1, Census Tract 71.04, Arapahoe County, Colorado",57024
G08000500071042,2012-2016,Colorado,8,Arapahoe County,5,7104,2,"Block Group 2, Census Tract 71.04, Arapahoe County, Colorado",90139
G08000500071043,2012-2016,Colorado,8,Arapahoe County,5,7104,3,"Block Group 3, Census Tract 71.04, Arapahoe County, Colorado",96875
G08000500071051,2012-2016,Colorado,8,Arapahoe County,5,7105,1,"Block Group 1, Census Tract 71.05, Arapahoe County, Colorado",93864
G08000500071052,2012-2016,Colorado,8,Arapahoe County,5,7105,2,"Block Group 2, Census Tract 71.05, Arapahoe County, Colorado",59625
G08000500071061,2012-2016,Colorado,8,Arapahoe County,5,7106,1,"Block Group 1, Census Tract 71.06, Arapahoe County, Colorado",93831
G08000500071062,2012-2016,Colorado,8,Arapahoe County,5,7106,2,"Block Group 2, Census Tract 71.06, Arapahoe County, Colorado",119464
G08000500071071,2012-2016,Colorado,8,Arapahoe County,5,7107,1,"Block Group 1, Census Tract 71.07, Arapahoe County, Colorado",106905
G08000500071072,2012-2016,Colorado,8,Arapahoe County,5,7107,2,"Block Group 2, Census Tract 71.07, Arapahoe County, Colorado",157344
G08000500072011,2012-2016,Colorado,8,Arapahoe County,5,7201,1,"Block Group 1, Census Tract 72.01, Arapahoe County, Colorado",60417
G08000500072012,2012-2016,Colorado,8,Arapahoe County,5,7201,2,"Block Group 2, Census Tract 72.01, Arapahoe County, Colorado",38320
G08000500072013,2012-2016,Colorado,8,Arapahoe County,5,7201,3,"Block Group 3, Census Tract 72.01, Arapahoe County, Colorado",20450
G08000500072021,2012-2016,Colorado,8,Arapahoe County,5,7202,1,"Block Group 1, Census Tract 72.02, Arapahoe County, Colorado",26146
G08000500072022,2012-2016,Colorado,8,Arapahoe County,5,7202,2,"Block Group 2, Census Tract 72.02, Arapahoe County, Colorado",55433
G08000500072023,2012-2016,Colorado,8,Arapahoe County,5,7202,3,"Block Group 3, Census Tract 72.02, Arapahoe County, Colorado",38860
G08000500073011,2012-2016,Colorado,8,Arapahoe County,5,7301,1,"Block Group 1, Census Tract 73.01, Arapahoe County, Colorado",33456
G08000500073012,2012-2016,Colorado,8,Arapahoe County,5,7301,2,"Block Group 2, Census Tract 73.01, Arapahoe County, Colorado",35481
G08000500073021,2012-2016,Colorado,8,Arapahoe County,5,7302,1,"Block Group 1, Census Tract 73.02, Arapahoe County, Colorado",27000
G08000500073022,2012-2016,Colorado,8,Arapahoe County,5,7302,2,"Block Group 2, Census Tract 73.02, Arapahoe County, Colorado",50333
G08000500073023,2012-2016,Colorado,8,Arapahoe County,5,7302,3,"Block Group 3, Census Tract 73.02, Arapahoe County, Colorado",29864
G08000500073024,2012-2016,Colorado,8,Arapahoe County,5,7302,4,"Block Group 4, Census Tract 73.02, Arapahoe County, Colorado",27292
G08000500074001,2012-2016,Colorado,8,Arapahoe County,5,7400,1,"Block Group 1, Census Tract 74, Arapahoe County, Colorado",50152
G08000500074002,2012-2016,Colorado,8,Arapahoe County,5,7400,2,"Block Group 2, Census Tract 74, Arapahoe County, Colorado",41818
G08000500074003,2012-2016,Colorado,8,Arapahoe County,5,7400,3,"Block Group 3, Census Tract 74, Arapahoe County, Colorado",48021
G08000500074004,2012-2016,Colorado,8,Arapahoe County,5,7400,4,"Block Group 4, Census Tract 74, Arapahoe County, Colorado",36211
G08000500075001,2012-2016,Colorado,8,Arapahoe County,5,7500,1,"Block Group 1, Census Tract 75, Arapahoe County, Colorado",53287
G08000500075002,2012-2016,Colorado,8,Arapahoe County,5,7500,2,"Block Group 2, Census Tract 75, Arapahoe County, Colorado",54500
G08000500076001,2012-2016,Colorado,8,Arapahoe County,5,7600,1,"Block Group 1, Census Tract 76, Arapahoe County, Colorado",25350
G08000500076002,2012-2016,Colorado,8,Arapahoe County,5,7600,2,"Block Group 2, Census Tract 76, Arapahoe County, Colorado",53405
G08000500076003,2012-2016,Colorado,8,Arapahoe County,5,7600,3,"Block Group 3, Census Tract 76, Arapahoe County, Colorado",31731
G08000500076004,2012-2016,Colorado,8,Arapahoe County,5,7600,4,"Block Group 4, Census Tract 76, Arapahoe County, Colorado",23684
G08000500077021,2012-2016,Colorado,8,Arapahoe County,5,7702,1,"Block Group 1, Census Tract 77.02, Arapahoe County, Colorado",54886
G08000500077022,2012-2016,Colorado,8,Arapahoe County,5,7702,2,"Block Group 2, Census Tract 77.02, Arapahoe County, Colorado",62800
G08000500077023,2012-2016,Colorado,8,Arapahoe County,5,7702,3,"Block Group 3, Census Tract 77.02, Arapahoe County, Colorado",38846
G08000500077031,2012-2016,Colorado,8,Arapahoe County,5,7703,1,"Block Group 1, Census Tract 77.03, Arapahoe County, Colorado",52500
G08000500077032,2012-2016,Colorado,8,Arapahoe County,5,7703,2,"Block Group 2, Census Tract 77.03, Arapahoe County, Colorado",53000
G08000500077033,2012-2016,Colorado,8,Arapahoe County,5,7703,3,"Block Group 3, Census Tract 77.03, Arapahoe County, Colorado",40583
G08000500077041,2012-2016,Colorado,8,Arapahoe County,5,7704,1,"Block Group 1, Census Tract 77.04, Arapahoe County, Colorado",42775
G08000500077042,2012-2016,Colorado,8,Arapahoe County,5,7704,2,"Block Group 2, Census Tract 77.04, Arapahoe County, Colorado",41125
G08000500077043,2012-2016,Colorado,8,Arapahoe County,5,7704,3,"Block Group 3, Census Tract 77.04, Arapahoe County, Colorado",33068
G08000500151001,2012-2016,Colorado,8,Arapahoe County,5,15100,1,"Block Group 1, Census Tract 151, Arapahoe County, Colorado",120000
G08000500151002,2012-2016,Colorado,8,Arapahoe County,5,15100,2,"Block Group 2, Census Tract 151, Arapahoe County, Colorado",103929
G08000500800001,2012-2016,Colorado,8,Arapahoe County,5,80000,1,"Block Group 1, Census Tract 800, Arapahoe County, Colorado",37216
G08000500800002,2012-2016,Colorado,8,Arapahoe County,5,80000,2,"Block Group 2, Census Tract 800, Arapahoe County, Colorado",55139
G08000500801001,2012-2016,Colorado,8,Arapahoe County,5,80100,1,"Block Group 1, Census Tract 801, Arapahoe County, Colorado",21979
G08000500801002,2012-2016,Colorado,8,Arapahoe County,5,80100,2,"Block Group 2, Census Tract 801, Arapahoe County, Colorado",24931
G08000500801003,2012-2016,Colorado,8,Arapahoe County,5,80100,3,"Block Group 3, Census Tract 801, Arapahoe County, Colorado",44167
G08000500802001,2012-2016,Colorado,8,Arapahoe County,5,80200,1,"Block Group 1, Census Tract 802, Arapahoe County, Colorado",95368
G08000500802002,2012-2016,Colorado,8,Arapahoe County,5,80200,2,"Block Group 2, Census Tract 802, Arapahoe County, Colorado",75048
G08000500802003,2012-2016,Colorado,8,Arapahoe County,5,80200,3,"Block Group 3, Census Tract 802, Arapahoe County, Colorado",62902
G08000500802004,2012-2016,Colorado,8,Arapahoe County,5,80200,4,"Block Group 4, Census Tract 802, Arapahoe County, Colorado",77813
G08000500803001,2012-2016,Colorado,8,Arapahoe County,5,80300,1,"Block Group 1, Census Tract 803, Arapahoe County, Colorado",49383
G08000500803002,2012-2016,Colorado,8,Arapahoe County,5,80300,2,"Block Group 2, Census Tract 803, Arapahoe County, Colorado",98350
G08000500803003,2012-2016,Colorado,8,Arapahoe County,5,80300,3,"Block Group 3, Census Tract 803, Arapahoe County, Colorado",53024
G08000500803004,2012-2016,Colorado,8,Arapahoe County,5,80300,4,"Block Group 4, Census Tract 803, Arapahoe County, Colorado",57270
G08000500804001,2012-2016,Colorado,8,Arapahoe County,5,80400,1,"Block Group 1, Census Tract 804, Arapahoe County, Colorado",52429
G08000500804002,2012-2016,Colorado,8,Arapahoe County,5,80400,2,"Block Group 2, Census Tract 804, Arapahoe County, Colorado",65677
G08000500804003,2012-2016,Colorado,8,Arapahoe County,5,80400,3,"Block Group 3, Census Tract 804, Arapahoe County, Colorado",46700
G08000500804004,2012-2016,Colorado,8,Arapahoe County,5,80400,4,"Block Group 4, Census Tract 804, Arapahoe County, Colorado",97778
G08000500805001,2012-2016,Colorado,8,Arapahoe County,5,80500,1,"Block Group 1, Census Tract 805, Arapahoe County, Colorado",72716
G08000500805002,2012-2016,Colorado,8,Arapahoe County,5,80500,2,"Block Group 2, Census Tract 805, Arapahoe County, Colorado",48369
G08000500806001,2012-2016,Colorado,8,Arapahoe County,5,80600,1,"Block Group 1, Census Tract 806, Arapahoe County, Colorado",50324
G08000500806002,2012-2016,Colorado,8,Arapahoe County,5,80600,2,"Block Group 2, Census Tract 806, Arapahoe County, Colorado",50330
G08000500806003,2012-2016,Colorado,8,Arapahoe County,5,80600,3,"Block Group 3, Census Tract 806, Arapahoe County, Colorado",39840
G08000500807001,2012-2016,Colorado,8,Arapahoe County,5,80700,1,"Block Group 1, Census Tract 807, Arapahoe County, Colorado",54458
G08000500807002,2012-2016,Colorado,8,Arapahoe County,5,80700,2,"Block Group 2, Census Tract 807, Arapahoe County, Colorado",33828
G08000500807003,2012-2016,Colorado,8,Arapahoe County,5,80700,3,"Block Group 3, Census Tract 807, Arapahoe County, Colorado",81106
G08000500808001,2012-2016,Colorado,8,Arapahoe County,5,80800,1,"Block Group 1, Census Tract 808, Arapahoe County, Colorado",38429
G08000500808002,2012-2016,Colorado,8,Arapahoe County,5,80800,2,"Block Group 2, Census Tract 808, Arapahoe County, Colorado",60662
G08000500809001,2012-2016,Colorado,8,Arapahoe County,5,80900,1,"Block Group 1, Census Tract 809, Arapahoe County, Colorado",65000
G08000500809002,2012-2016,Colorado,8,Arapahoe County,5,80900,2,"Block Group 2, Census Tract 809, Arapahoe County, Colorado",70268
G08000500810001,2012-2016,Colorado,8,Arapahoe County,5,81000,1,"Block Group 1, Census Tract 810, Arapahoe County, Colorado",40866
G08000500810002,2012-2016,Colorado,8,Arapahoe County,5,81000,2,"Block Group 2, Census Tract 810, Arapahoe County, Colorado",25703
G08000500810003,2012-2016,Colorado,8,Arapahoe County,5,81000,3,"Block Group 3, Census Tract 810, Arapahoe County, Colorado",31250
G08000500810004,2012-2016,Colorado,8,Arapahoe County,5,81000,4,"Block Group 4, Census Tract 810, Arapahoe County, Colorado",28951
G08000500811001,2012-2016,Colorado,8,Arapahoe County,5,81100,1,"Block Group 1, Census Tract 811, Arapahoe County, Colorado",38288
G08000500811002,2012-2016,Colorado,8,Arapahoe County,5,81100,2,"Block Group 2, Census Tract 811, Arapahoe County, Colorado",81210
G08000500811003,2012-2016,Colorado,8,Arapahoe County,5,81100,3,"Block Group 3, Census Tract 811, Arapahoe County, Colorado",34115
G08000500811004,2012-2016,Colorado,8,Arapahoe County,5,81100,4,"Block Group 4, Census Tract 811, Arapahoe County, Colorado",32253
G08000500812001,2012-2016,Colorado,8,Arapahoe County,5,81200,1,"Block Group 1, Census Tract 812, Arapahoe County, Colorado",54375
G08000500812002,2012-2016,Colorado,8,Arapahoe County,5,81200,2,"Block Group 2, Census Tract 812, Arapahoe County, Colorado",36719
G08000500812003,2012-2016,Colorado,8,Arapahoe County,5,81200,3,"Block Group 3, Census Tract 812, Arapahoe County, Colorado",35699
G08000500813001,2012-2016,Colorado,8,Arapahoe County,5,81300,1,"Block Group 1, Census Tract 813, Arapahoe County, Colorado",62132
G08000500813002,2012-2016,Colorado,8,Arapahoe County,5,81300,2,"Block Group 2, Census Tract 813, Arapahoe County, Colorado",37708
G08000500814001,2012-2016,Colorado,8,Arapahoe County,5,81400,1,"Block Group 1, Census Tract 814, Arapahoe County, Colorado",54034
G08000500814002,2012-2016,Colorado,8,Arapahoe County,5,81400,2,"Block Group 2, Census Tract 814, Arapahoe County, Colorado",44750
G08000500814003,2012-2016,Colorado,8,Arapahoe County,5,81400,3,"Block Group 3, Census Tract 814, Arapahoe County, Colorado",69969
G08000500814004,2012-2016,Colorado,8,Arapahoe County,5,81400,4,"Block Group 4, Census Tract 814, Arapahoe County, Colorado",71949
G08000500815001,2012-2016,Colorado,8,Arapahoe County,5,81500,1,"Block Group 1, Census Tract 815, Arapahoe County, Colorado",40288
G08000500815002,2012-2016,Colorado,8,Arapahoe County,5,81500,2,"Block Group 2, Census Tract 815, Arapahoe County, Colorado",34798
G08000500816001,2012-2016,Colorado,8,Arapahoe County,5,81600,1,"Block Group 1, Census Tract 816, Arapahoe County, Colorado",53348
G08000500816002,2012-2016,Colorado,8,Arapahoe County,5,81600,2,"Block Group 2, Census Tract 816, Arapahoe County, Colorado",72273
G08000500816003,2012-2016,Colorado,8,Arapahoe County,5,81600,3,"Block Group 3, Census Tract 816, Arapahoe County, Colorado",67321
G08000500816004,2012-2016,Colorado,8,Arapahoe County,5,81600,4,"Block Group 4, Census Tract 816, Arapahoe County, Colorado",74464
G08000500817001,2012-2016,Colorado,8,Arapahoe County,5,81700,1,"Block Group 1, Census Tract 817, Arapahoe County, Colorado",126875
G08000500817002,2012-2016,Colorado,8,Arapahoe County,5,81700,2,"Block Group 2, Census Tract 817, Arapahoe County, Colorado",174219
G08000500818001,2012-2016,Colorado,8,Arapahoe County,5,81800,1,"Block Group 1, Census Tract 818, Arapahoe County, Colorado",32538
G08000500818002,2012-2016,Colorado,8,Arapahoe County,5,81800,2,"Block Group 2, Census Tract 818, Arapahoe County, Colorado",59712
G08000500818003,2012-2016,Colorado,8,Arapahoe County,5,81800,3,"Block Group 3, Census Tract 818, Arapahoe County, Colorado",68281
G08000500819001,2012-2016,Colorado,8,Arapahoe County,5,81900,1,"Block Group 1, Census Tract 819, Arapahoe County, Colorado",41523
G08000500819002,2012-2016,Colorado,8,Arapahoe County,5,81900,2,"Block Group 2, Census Tract 819, Arapahoe County, Colorado",56750
G08000500819003,2012-2016,Colorado,8,Arapahoe County,5,81900,3,"Block Group 3, Census Tract 819, Arapahoe County, Colorado",23023
G08000500819004,2012-2016,Colorado,8,Arapahoe County,5,81900,4,"Block Group 4, Census Tract 819, Arapahoe County, Colorado",65547
G08000500820001,2012-2016,Colorado,8,Arapahoe County,5,82000,1,"Block Group 1, Census Tract 820, Arapahoe County, Colorado",39844
G08000500820002,2012-2016,Colorado,8,Arapahoe County,5,82000,2,"Block Group 2, Census Tract 820, Arapahoe County, Colorado",43259
G08000500820003,2012-2016,Colorado,8,Arapahoe County,5,82000,3,"Block Group 3, Census Tract 820, Arapahoe County, Colorado",42431
G08000500821001,2012-2016,Colorado,8,Arapahoe County,5,82100,1,"Block Group 1, Census Tract 821, Arapahoe County, Colorado",78816
G08000500821002,2012-2016,Colorado,8,Arapahoe County,5,82100,2,"Block Group 2, Census Tract 821, Arapahoe County, Colorado",71641
G08000500821003,2012-2016,Colorado,8,Arapahoe County,5,82100,3,"Block Group 3, Census Tract 821, Arapahoe County, Colorado",29438
G08000500822001,2012-2016,Colorado,8,Arapahoe County,5,82200,1,"Block Group 1, Census Tract 822, Arapahoe County, Colorado",44432
G08000500822002,2012-2016,Colorado,8,Arapahoe County,5,82200,2,"Block Group 2, Census Tract 822, Arapahoe County, Colorado",29015
G08000500822003,2012-2016,Colorado,8,Arapahoe County,5,82200,3,"Block Group 3, Census Tract 822, Arapahoe County, Colorado",51477
G08000500822004,2012-2016,Colorado,8,Arapahoe County,5,82200,4,"Block Group 4, Census Tract 822, Arapahoe County, Colorado",64290
G08000500823001,2012-2016,Colorado,8,Arapahoe County,5,82300,1,"Block Group 1, Census Tract 823, Arapahoe County, Colorado",63036
G08000500823002,2012-2016,Colorado,8,Arapahoe County,5,82300,2,"Block Group 2, Census Tract 823, Arapahoe County, Colorado",54075
G08000500824001,2012-2016,Colorado,8,Arapahoe County,5,82400,1,"Block Group 1, Census Tract 824, Arapahoe County, Colorado",69219
G08000500824002,2012-2016,Colorado,8,Arapahoe County,5,82400,2,"Block Group 2, Census Tract 824, Arapahoe County, Colorado",69375
G08000500824003,2012-2016,Colorado,8,Arapahoe County,5,82400,3,"Block Group 3, Census Tract 824, Arapahoe County, Colorado",42353
G08000500825001,2012-2016,Colorado,8,Arapahoe County,5,82500,1,"Block Group 1, Census Tract 825, Arapahoe County, Colorado",62784
G08000500825002,2012-2016,Colorado,8,Arapahoe County,5,82500,2,"Block Group 2, Census Tract 825, Arapahoe County, Colorado",80682
G08000500826001,2012-2016,Colorado,8,Arapahoe County,5,82600,1,"Block Group 1, Census Tract 826, Arapahoe County, Colorado",67167
G08000500826002,2012-2016,Colorado,8,Arapahoe County,5,82600,2,"Block Group 2, Census Tract 826, Arapahoe County, Colorado",69436
G08000500826003,2012-2016,Colorado,8,Arapahoe County,5,82600,3,"Block Group 3, Census Tract 826, Arapahoe County, Colorado",44451
G08000500826004,2012-2016,Colorado,8,Arapahoe County,5,82600,4,"Block Group 4, Census Tract 826, Arapahoe County, Colorado",55305
G08000500827001,2012-2016,Colorado,8,Arapahoe County,5,82700,1,"Block Group 1, Census Tract 827, Arapahoe County, Colorado",73274
G08000500827002,2012-2016,Colorado,8,Arapahoe County,5,82700,2,"Block Group 2, Census Tract 827, Arapahoe County, Colorado",72829
G08000500828001,2012-2016,Colorado,8,Arapahoe County,5,82800,1,"Block Group 1, Census Tract 828, Arapahoe County, Colorado",90833
G08000500828002,2012-2016,Colorado,8,Arapahoe County,5,82800,2,"Block Group 2, Census Tract 828, Arapahoe County, Colorado",44800
G08000500828003,2012-2016,Colorado,8,Arapahoe County,5,82800,3,"Block Group 3, Census Tract 828, Arapahoe County, Colorado",64006
G08000500828004,2012-2016,Colorado,8,Arapahoe County,5,82800,4,"Block Group 4, Census Tract 828, Arapahoe County, Colorado",52070
G08000500829001,2012-2016,Colorado,8,Arapahoe County,5,82900,1,"Block Group 1, Census Tract 829, Arapahoe County, Colorado",64955
G08000500829002,2012-2016,Colorado,8,Arapahoe County,5,82900,2,"Block Group 2, Census Tract 829, Arapahoe County, Colorado",67731
G08000500829003,2012-2016,Colorado,8,Arapahoe County,5,82900,3,"Block Group 3, Census Tract 829, Arapahoe County, Colorado",53750
G08000500830001,2012-2016,Colorado,8,Arapahoe County,5,83000,1,"Block Group 1, Census Tract 830, Arapahoe County, Colorado",89309
G08000500831001,2012-2016,Colorado,8,Arapahoe County,5,83100,1,"Block Group 1, Census Tract 831, Arapahoe County, Colorado",63920
G08000500831002,2012-2016,Colorado,8,Arapahoe County,5,83100,2,"Block Group 2, Census Tract 831, Arapahoe County, Colorado",98138
G08000500831003,2012-2016,Colorado,8,Arapahoe County,5,83100,3,"Block Group 3, Census Tract 831, Arapahoe County, Colorado",84667
G08000500831004,2012-2016,Colorado,8,Arapahoe County,5,83100,4,"Block Group 4, Census Tract 831, Arapahoe County, Colorado",40932
G08000500832001,2012-2016,Colorado,8,Arapahoe County,5,83200,1,"Block Group 1, Census Tract 832, Arapahoe County, Colorado",111679
G08000500832002,2012-2016,Colorado,8,Arapahoe County,5,83200,2,"Block Group 2, Census Tract 832, Arapahoe County, Colorado",96607
G08000500832003,2012-2016,Colorado,8,Arapahoe County,5,83200,3,"Block Group 3, Census Tract 832, Arapahoe County, Colorado",123239
G08000500832004,2012-2016,Colorado,8,Arapahoe County,5,83200,4,"Block Group 4, Census Tract 832, Arapahoe County, Colorado",100221
G08000500833001,2012-2016,Colorado,8,Arapahoe County,5,83300,1,"Block Group 1, Census Tract 833, Arapahoe County, Colorado",81462
G08000500833002,2012-2016,Colorado,8,Arapahoe County,5,83300,2,"Block Group 2, Census Tract 833, Arapahoe County, Colorado",58803
G08000500833003,2012-2016,Colorado,8,Arapahoe County,5,83300,3,"Block Group 3, Census Tract 833, Arapahoe County, Colorado",75179
G08000500834001,2012-2016,Colorado,8,Arapahoe County,5,83400,1,"Block Group 1, Census Tract 834, Arapahoe County, Colorado",64701
G08000500834002,2012-2016,Colorado,8,Arapahoe County,5,83400,2,"Block Group 2, Census Tract 834, Arapahoe County, Colorado",95172
G08000500834003,2012-2016,Colorado,8,Arapahoe County,5,83400,3,"Block Group 3, Census Tract 834, Arapahoe County, Colorado",90982
G08000500835001,2012-2016,Colorado,8,Arapahoe County,5,83500,1,"Block Group 1, Census Tract 835, Arapahoe County, Colorado",89211
G08000500835002,2012-2016,Colorado,8,Arapahoe County,5,83500,2,"Block Group 2, Census Tract 835, Arapahoe County, Colorado",101313
G08000500835003,2012-2016,Colorado,8,Arapahoe County,5,83500,3,"Block Group 3, Census Tract 835, Arapahoe County, Colorado",97321
G08000500835004,2012-2016,Colorado,8,Arapahoe County,5,83500,4,"Block Group 4, Census Tract 835, Arapahoe County, Colorado",37250
G08000500835005,2012-2016,Colorado,8,Arapahoe County,5,83500,5,"Block Group 5, Census Tract 835, Arapahoe County, Colorado",83203
G08000500836001,2012-2016,Colorado,8,Arapahoe County,5,83600,1,"Block Group 1, Census Tract 836, Arapahoe County, Colorado",42204
G08000500836002,2012-2016,Colorado,8,Arapahoe County,5,83600,2,"Block Group 2, Census Tract 836, Arapahoe County, Colorado",57536
G08000500836003,2012-2016,Colorado,8,Arapahoe County,5,83600,3,"Block Group 3, Census Tract 836, Arapahoe County, Colorado",53611
G08000500837001,2012-2016,Colorado,8,Arapahoe County,5,83700,1,"Block Group 1, Census Tract 837, Arapahoe County, Colorado",87000
G08000500837002,2012-2016,Colorado,8,Arapahoe County,5,83700,2,"Block Group 2, Census Tract 837, Arapahoe County, Colorado",80083
G08000500838001,2012-2016,Colorado,8,Arapahoe County,5,83800,1,"Block Group 1, Census Tract 838, Arapahoe County, Colorado",55400
G08000500838002,2012-2016,Colorado,8,Arapahoe County,5,83800,2,"Block Group 2, Census Tract 838, Arapahoe County, Colorado",94453
G08000500838003,2012-2016,Colorado,8,Arapahoe County,5,83800,3,"Block Group 3, Census Tract 838, Arapahoe County, Colorado",64625
G08000500839001,2012-2016,Colorado,8,Arapahoe County,5,83900,1,"Block Group 1, Census Tract 839, Arapahoe County, Colorado",54206
G08000500839002,2012-2016,Colorado,8,Arapahoe County,5,83900,2,"Block Group 2, Census Tract 839, Arapahoe County, Colorado",48295
G08000500840001,2012-2016,Colorado,8,Arapahoe County,5,84000,1,"Block Group 1, Census Tract 840, Arapahoe County, Colorado",85625
G08000500840002,2012-2016,Colorado,8,Arapahoe County,5,84000,2,"Block Group 2, Census Tract 840, Arapahoe County, Colorado",83906
